제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
단군할배요,호연,9.91,"스토리, 드라마",0,"대한민국 어느 깊은 산골에서 다섯 살 아가씨가 산신을 만난다. 
단기 4343년, 단군이래 단군을 다시 만난 이들의 명랑한 이야기","['산골', '단군', '아가씨', '다섯', '명랑', '단기', '이래', '산신', '대한민국']",0
사랑일까?,남지은 / 김인호,9.93,"스토리, 로맨스",0,"머리부터 발끝까지 단 한 구석도 마음에 들지 않는 그녀!
그런데 그녀 때문에 내가 아파. 이게, 사랑일까?
남지은, 김인호 작가의 <우연일까?>에 이은 신작, <사랑일까?>","['머리', '발끝', '사랑', '지은', '우연', '내가', '마음', '구석', '인호']",0
찬란하지 않아...,까마중,9.98,"스토리, 감성",0,"이름과는 달리 가난에 허덕이며 삭막하게 살아온 찬란. 대학 4학년, 폐부되기 직전의 연극부를 만나 주인공이 된다.","['학년', '폐부', '이름', '주인공', '대학', '가난', '연극', '직전']",0
완벽한 허니문,화류동풍 / 옛사람,9.97,"스토리, 로맨스",0,"결혼 후 처음 떠나는 여행, 허니문에서신부가 혼자 여행을 시작했다?시작부터 위태로운 그들의 허니문 이야기","['허니문', '처음', '부가', '신부', '혼자', '결혼', '여행']",0
나의 짝사랑 ...,해미,9.83,"스토리, 로맨스",0,네 앞에만 서면 왜 자꾸 작아지는 걸까?진짜로 작아진(?) 나의 짝사랑 이야기,"['진짜', '짝사랑', '나의']",0
세개의시간,노란구미,9.89,"스토리, 드라마",0,"일본인 유학생 히나, 엘리트 강박증 준호,나만의 철학을 가진 원.
이 3명이 바라보는 캠퍼스 라이프 스토리.","['엘리트', '철학', '강박', '유학생', '강박증', '스토리', '캠퍼스', '라이프', '일본인', '준호']",0
리즌,이익수,9.79,"스토리, 스릴러",0,"믿는 자들과 믿지 않는 자들의
생존을 위한 처절한 몸부림.","['생존', '몸부림', '처절']",0
미결,꼬마비,9.87,"스토리, 드라마",0,"꼬마비 작가의 죽음 3부작 마지막 3부.등장인물 및 배경, 단체명이 실제와 아무런 관계가 없는만화가 '1208'의 이야기.","['부작', '배경', '단체', '마지막', '관계', '만화가', '꼬마', '실제', '명이', '죽음', '등장인물']",0
허니버니,소금,9.98,"스토리, 로맨스",0,토끼가 남자로 보이기 시작했다.,['토끼'],0
빙의,후렛샤 / 김홍태,9.97,"스토리, 스릴러",0,귀신을 믿지 않는 퇴마사그리고 귀신을 보는 소녀,"['귀신', '소녀', '마사']",0
까치우는 날,누비,9.77,"스토리, 드라마",0,"교복만큼은 내가 원하는 교복을 입고 싶어!!! 남들과 다른 꿈을 가진 엉뚱 소녀 이단아의 학교생활.
본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.","['만큼', '학교', '스카우트', '교복', '아의', '생활', '이단', '서울', '소녀', '당선작', '컨텐츠']",1
번개기동대 2...,박성진 / 임성훈,9.66,"스토리, 판타지",0,대한민국 명작 만화 리메이크 3 <번개기동대2009> <로보트킹>으로 유명한 고유성 화백의 <번개기동대>가 돌아오다. 명작 리메이크 시리즈는 한국만화영상진흥원(구 부천만화정보센터)와 함께 합니다.,"['명작', '번개', '보트', '시리즈', '영상', '고유성', '센터', '한국', '정보', '리메이크', '부천', '고유', '유명', '진흥원', '기동대', '화백', '대한민국']",0
속삭이는 e로...,최경아,9.87,"스토리, 로맨스",0,불면증에 걸린 남자와 책만 읽으면 모두를 잠들게하는 여자가 만났다.,"['불면증', '모두']",0
봉이 김선달,"양우석,정하용 /...",9.27,"스토리, 시대극",0,평양에서 훈장으로 소일하고 있던 봉이 김선달.평안감사로 온 조덕영의 폭정에 신음하는 백성을 대표하여 세상에 나오다!,"['세상', '신음', '김선달', '소일', '백성', '감사', '평안', '훈장', '폭정', '대표']",0
대작,범우,9.93,"스토리, 스릴러",0,천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기,"['신인', '천재']",0
장미아파트 공...,권정희 / 박병규,9.7,"스토리, 드라마",0,"취업도 힘들다. 사랑도 힘들다. 그래도 희망은 있다. 
이십대 경비의 좌충우돌기!","['사랑', '희망', '취업', '좌충우돌', '경비']",0
MZ-퓨어 이블,최훈 / 청설모,9.97,"스토리, 액션",0,순수한 악 이블과 정의의 요원 엠젯의 한 판 승부.거칠 것 없는 통괘한 액션 느와르!,"['순수', '느와르', '액션', '승부', '요원', '정의']",0
구원자,이한빈 / 산산,7.49,"스토리, 판타지",0,16년간 집 밖으로 나오지 않은 IQ 227의 23살 천재 순덕.그리고 순덕의 집으로 초대(?)된 연예부 파파라치 기자 기웅.그 두 사람이 불치병에 걸린 한 생명을 구하기 위해 나노 크기로 몸을 줄여 우주와 같은 인체를 탐험하는 대모험을 시작한다!,"['우주', '기자', '나노', '모험', '탐험', '인체', '초대', '예부', '크기', '치병', '천재', '불치병', '생명']",0
블랙엔젤,meen / 이동현,9.63,"스토리, 스릴러",0,타락으로 이끄는 악마들의 속삭임그리고 악마에 맞선 전사들,"['속삭임', '타락', '악마', '전사']",0
로봇빠찌,김상욱,8.65,"스토리, 판타지",0,대한민국 명작 만화 리메이크 4 <로봇빠찌>신문수 화백의 대표작 <로봇찌빠>가 김상욱 작가님과 함께 <로봇빠찌>로 돌아오다.명작 리메이크 시리즈는 한국만화영상진흥원(구 부천만화정보센터)와 함께 합니다.,"['명작', '시리즈', '화백', '영상', '대표작', '센터', '한국', '문수', '로봇', '리메이크', '부천', '진흥원', '정보', '빠찌', '대한민국']",0
손의 흔적,유성연,9.28,"스토리, 드라마",0,다른 사람의 문자대화를 마음대로 엿볼 수 있다?,"['마음', '문자', '대화']",0
화이트멜로우,임진국,9.95,"스토리, 드라마",0,"하얀 눈 속에서 펼쳐지는 순조롭지 않은 그들의 레알 로맨스!<그린보이>, <레드카펫> 임진국 작가 신작 로맨스시트콤","['레드', '카펫', '시트콤', '임진', '로맨스', '순조', '보이']",0
오늘부터 주군,박카린,9.64,"스토리, 드라마",0,"문제 고딩 해도영, 왕세자로 부활!? 당황스러운 시대에 만난 당황스러운 사람들의 코믹 판타지 드라마!","['왕세자', '판타지', '만난', '부활', '문제', '코믹', '시대', '드라마', '당황']",0
레드카펫,임진국,9.91,"스토리, 드라마",0,"'그린보이' 임진국 작가의 신작 잔혹 스릴러,피로 물든 레드카펫.","['스릴러', '레드', '카펫', '임진', '잔혹', '보이']",0
새벽9시,서재일,9.7,"스토리, 스릴러",0,"어둠이 멈춰버린 시간 새벽 9시.
오지마을 '오왕리'가 감추고 있던 비밀이 드러난다.","['오지', '새벽', '비밀', '어둠', '마을', '시간']",0
닭통령 계양반,미티,9.3,"스토리, 드라마",0,"'남기한엘리트만들기','고삼이 집나갔다' 미티의 스마트툰 신작!
치킨을 향한 사랑과 우정, 그리고 전쟁, 본격 치킨 막장 드라마!","['엘리트', '사랑', '치킨', '막장', '우정', '전쟁', '기한', '만들기', '본격', '드라마', '고삼']",0
악마에게 은총을,백지연 / 스튜,9.73,"스토리, 드라마",0,"악마를 향한 순정, 결말은?","['결말', '악마', '순정']",0
열쇠줍는아이,최윤진,9.84,"스토리, 판타지",0,"어느날 그들의 운명을 바꿔버린 열쇠
그리고 찾아온 이별. 엇갈림. 오해. 그 진실을 찾기위한 두 소녀의 외로운 여행기","['열쇠', '운명', '엇갈림', '오해', '소녀', '여행기', '이별', '진실']",0
그녀는 흡!혈귀,정성완,9.94,"스토리, 드라마",0,"평범한 남자, 흡혈귀 여자를 만나다.그들의 달콤살벌한 로맨스가 지금 시작됩니다.","['로맨스', '흡혈귀', '살벌']",0
점핑오버,조니조 / 서사야,9.94,"스토리, 로맨스",0,평범하고픈 소녀 연희와하늘에서 떨어진 소년 이안의 특별한 이야기!,"['평범', '하늘', '이안', '연희', '소녀', '소년', '특별']",0
왕으로 살다,네스티캣,9.94,"스토리, 시대극",0,살해당한 쌍둥이 오빠를 대신해 왕의 자리에 오른 화현의 운명은?,"['운명', '대신', '오빠', '자리', '쌍둥이', '살해']",0
하늘쌤은 피곤해,hemo,9.83,"스토리, 판타지",0,'나더러 아이들을 가르치라고?!'평범한 선생님의 평범하지 않은 이세계 평화 수업!,"['세계', '수업', '평화', '아이', '선생님']",0
잭슨의 관,CTK,9.64,"스토리, 액션",0,"평범한듯 평범하지 않은 일을 하는 평범한(?) 장의사와 도둑들의 훔치고, 속이고, 빼앗는 유쾌한 약탈 사기 작전!도둑들에게 잘못 얽힌 장의사의 얼굴엔 상처가 없는 날이 없다!","['상처', '약탈', '작전', '도둑', '얼굴', '장의사', '사기']",0
테제,하람 / 지야,9.57,"스토리, 판타지",0,예언된 죽음. 운명에 도전하는 소년.세계의 운명을 건 싸움이 지금 시작된다,"['세계', '도전', '예언', '운명', '싸움', '소년', '죽음']",0
리턴,송래현,9.85,"스토리, 스포츠",0,"은반위에서 펼쳐지는 작은 소녀의 도전.  근성소녀 스포츠 만화.
차성진 작가 만화 <은반 위의 요정> 리메이크작.","['도전', '요정', '은반', '리메이크', '근성', '소녀', '스포츠']",0
102030,H / JMS,8.93,"스토리, 일상",0,"부딪히고 깨져도, 꿈꾸고 사랑하는 우리들의 초상! 공감 200% 일상공감시트콤이 온다!","['일상', '사랑', '시트콤', '초상', '공감']",0
귀신이지만 사...,엔엔 / 오제이,9.95,"스토리, 로맨스",0,당신의 기(氣)가 필요해! 사라지기 직전인 몸으로 귀접을 통해 버티는 떠돌이 귀신 '혁' 음기를 갈취하기 위해 접근했던 '세민'에게 점점 끌리게 되는데?,"['접근', '음기', '귀신', '세민', '직전', '갈취', '필요', '떠돌이']",0
슈퍼트리오,황미나,9.25,"스토리, 개그",0,"대한민국 명작 만화 초대선.살아 있는 전설 황미나 작가님의 명작 “슈퍼트리오”
웹툰 리메이크로 슈퍼 트리오를 다시 만나다.","['명작', '트리오', '전설', '슈퍼', '리메이크', '대선', '대한민국']",0
그런지,김이랑,9.88,"스토리, 드라마",0,"융자빚을 떠안고 사회로 방출된 이랑, 잘 나가는 형을 부러워 하는 해인, 외모 컴플렉스를 가진 인우, 꿈 밖에 모르는 아저씨... 3% 모자란 그들의 성장 이야기.","['아저씨', '모자', '성장', '외모', '방출', '해인', '융자', '인우', '사회', '컴플렉스', '이랑']",0
MY OH,박카린,9.96,"스토리, 드라마",0,전혀 다른 세 명의 음악 바보들로 오케스트라를 만들기 위한 프로젝트!이들과 함께 하는 신나는 캠퍼스 라이프!,"['오케스트라', '캠퍼스', '라이프', '바보', '명의', '음악', '프로젝트']",0
운빨로맨스,김달님,9.96,"스토리, 로맨스",0,"점 보는 여자 점보늬
그녀의 운빨을 위한 로맨스가 시작된다","['점보', '로맨스', '보늬']",0
출격! 반보트,TGM / 린다,9.91,"스토리, 판타지",0,"거치형 로봇특공대 반보트! 
우리의 반보트는 괴수들의 공격을 막을 수 있을 것인가.","['특공대', '공격', '괴수', '거치', '로봇', '보트']",0
뚝배기 깨러 ...,임성훈,8.1,"스토리, 액션",0,비리를 척결하고자 했던 강백현은 내부고발자로 찍혀 한직으로 좌천된다.크게 절망한 주인공 앞에 뺑소니 사고를 당했던 5급 공무원 최용규의 유령이 나타나는데….,"['비리', '주인공', '척결', '공무원', '용규', '사고', '현은', '고발자', '뺑소니', '유령', '한직', '내부', '좌천', '절망']",0
우주전함 몰라...,고리타,9.54,"스토리, 개그",0,"전인류의 개념을 건 거대한 모험이 시작된다!
200만 광년 우주를 넘어 당신의 전두엽을 강타할 초대형 SF 스페이스 블록버스터를 빙자한
본격 평범 보통 일상 생활 개그만화!","['빙자', '일상', '우주', '스페이스', '모험', '생활', '인류', '초대형', '본격', '강타', '전인', '블록버스터', '개그', '전두엽', '평범', '거대', '개념']",0
사또(Satt...,최윤진,9.8,"스토리, 판타지",0,"인생 역전을 꿈꾸는 당신. 남은 인생을 걸어볼 용기가 있으신가요?
복권 한 장에 목숨을 건 사람들. 그 안에서 자신을 찾기 위한 한 소년의 인생 투척 드라마.","['역전', '투척', '인생', '용기', '복권', '소년', '드라마', '목숨']",0
죄의 파편,이승찬,9.95,"스토리, 스릴러",0,"다섯 명의 사람, 다섯 개의 폭탄
그리고 단 하나의 죄","['폭탄', '개의', '명의', '다섯']",0
번데기스,김경호,7.97,"스토리, 스포츠",0,"대한민국 명작 만화 리메이크 1 <번데기 야구단> 30년전 해체됐던 번데기 야구단이 리메이크로 뭉치다!
명작 리메이크 시리즈는 한국만화영상진흥원(구 부천만화정보센터)와 함께 합니다.","['명작', '시리즈', '번데기', '영상', '센터', '야구단', '한국', '정보', '리메이크', '부천', '진흥원', '해체', '대한민국']",0
동네변호사 조...,해츨링,8.01,"스토리, 드라마",0,"당신을 위한, 당신의 편에 선 변호사가 있다!",['변호사'],0
헬프탑,황인빈,9.95,"스토리, 스릴러",0,우리 집을 주시하는 옆집 옥상의 괴한들. 그들의 목적은 무엇인가?,"['옥상', '괴한', '주시', '옆집', '목적']",0
파우스트 인 ...,허니맨 / 손팡,9.86,"스토리, 로맨스",0,악마와 거래한 연애 초보 지훈.6개월 안에 그녀의 마음을 얻어라!2017 <청춘로맨스 대전> 우수상 수상작,"['연애', '수상작', '대전', '악마', '초보', '청춘', '수상', '마음', '거래', '로맨스', '우수']",0
새와 같이,후은,9.95,"스토리, 판타지",0,당신의 삶에서 가장 소중한 것은 무엇인가요?<별의 유언> 후은 작가 신작,"['후은', '유언']",0
바이올린처럼.,김윤주,9.92,"스토리, 드라마",0,"숨쉬는 나무, 4개의 현, 장인의 열정과 혼 그리고 그 따뜻한 울림
조금씩 알아가는 바이올린의 세상. 그 곳으로 당신을 초대합니다.","['장인', '열정', '초대', '울림', '바이올린', '조금', '세상', '나무']",0
