제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
동네몬스터,이현민 / 이세형,9.84,"스토리, 액션",0,화려한 과거의 아저씨X정의의 고등학생두 명의 몬스터가 동네의 평화를 지킨다!,"['동네', '정의', '고등학생', '과거', '평화', '몬스터', '명의', '아저씨']",1
두근두근 네가 좋아서,서혜은 / 박래모,9.93,"스토리, 로맨스",0,"모든 게 완벽한 탑스타 서건우, 만만치 않은 신인 민서연에게 반해버렸다.","['민서', '스타', '건우', '완벽', '신인']",0
괴물신부,상범 / 스테익,9.94,"스토리, 판타지",0,어느날 해나에게 찾아와 신랑으로 삼아달라는 꽃미남들.그들에게는 엄청난 비밀이 있었다!?,"['미남', '비밀', '신랑']",0
링크보이,광진 / 두엽,9.79,"스토리, 판타지",0,약육강식의 무법도시.잘못된 이 도시를 바로잡는다.,"['무법', '잘못', '도시', '약육강식']",0
언메이크,박화랑,9.83,"스토리, 판타지",0,"멀지 않은 미래, 미세먼지 폭풍으로 인류는 맑은 공기를 잃었다.목에 이식하는 기생 필터의 개발로 위기를 극복했다고 생각했지만,기생 필터가 변이를 일으키며 세상은 다시 한번 위기에 빠지는데...","['미래', '폭풍', '미세', '한번', '인류', '극복', '변이', '공기', '기생', '생각', '위기', '이식', '필터', '개발', '먼지', '세상']",0
나쁜 쪽으로,오은 / 이세릴,9.74,"스토리, 드라마",0,학급 회비를 훔친 오해를 받는 선에게 마리는 책임을 묻는 대신 기묘한 제안을 한다. 그것은 구원의 손길이었을까 지상최대공모전 장려상 수상작! <나쁜 쪽으로>,"['지상', '수상작', '책임', '회비', '손길', '최대', '대신', '제안', '공모전', '기묘', '구원', '오해', '장려상', '학급']",0
보물과 괴물의 도시,이을,9.94,"스토리, 판타지",0,"""그 지진사고 날 부터 내 눈에 괴물들이 보여.""빠르게 변해가는 도시에서, 사라져가던 거리의 유물들이 인간에게 들러붙기 시작했다.","['괴물', '유물', '지진', '사고', '도시', '거리']",0
조선홍보대행사 조대박,김양수,9.86,"스토리, 개그",0,냉혈한 광고홍보의 귀재조선 시장에서도 성공할 수 있을까?,"['성공', '홍보', '냉혈한', '냉혈', '광고', '시장', '조선', '귀재']",0
그날 죽은 나는,이언,9.97,"스토리, 드라마",0,"기숙학교에서 펼쳐지는 미스터리 스릴러!전학생 양이영은 교실에서 옛 친구를 마주치게 되지만...눈에 띄게 변해버린 그 아이, 무슨 일이 있었던 걸까?","['친구', '기숙', '미스터리', '전학생', '스릴러', '양이', '아이', '교실', '학교']",1
미드나잇 체이서,석재윤,9.69,"스토리, 스포츠",0,"고급차에 눈이 멀어 차를 훔친 고은구,불법도박 레이싱에 강제소환되어 위험천만 활극을 펼친다.","['고은', '고급', '강제', '불법', '소환', '활극', '레이싱', '위험천만']",0
도를 아십니까,이건 / 요엘,9.89,"스토리, 판타지",0,"전래동화가 이렇게 꼬인다고? 제대로 약빤(?) 동화가 시작된다!전우치의 장손, 전우진의 신입 도사 도전기","['동화', '장손', '전기', '전래', '도사', '진의', '도전', '신입', '전우', '전우치']",0
감히,희나리,9.87,"스토리, 스릴러",0,진실을 향한 입과 귀를 틀어막고 짓누르는 그들. 이제 죽음에서 자유로워진 그녀의 복수가 시작된다.,"['자유', '복수', '죽음', '진실']",0
잉여특공대,물꾹 / 찰떡,9.74,"스토리, 판타지",0,뽀짝이 특공대원들의 슈퍼히어로맨스!,"['슈퍼', '대원', '로맨스', '특공대', '특공']",0
인간졸업,진자 / 정생,9.83,"스토리, 드라마",0,세상을 떠들썩하게 한 코딩 영재 소경민의 죽음. 하지만 석연찮다. 혹시 그가 죽지 않은 거라면...?!,"['소경', '죽음', '코딩', '영재', '세상', '석연']",0
스테어스,옹구,9.52,"스토리, 판타지",0,"세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!","['자로', '한계', '세상', '강한']",0
몽홀,장태산,9.93,"스토리, 시대극",0,차갑고 척박한 땅 몽홀그 곳에서 펼쳐지는 감동의 대서사시,"['서사시', '감동']",0
너에게만 보이는,소소만,9.97,"스토리, 드라마",0,"나의 위로가 너에게 닿기를!항상 쓸쓸한 처지인 나주금은 유일한 버팀목이자 친구인 반려견 찰덕이마저 떠나자 큰 슬픔에 빠진다. 그런 그녀 앞에, 7년 전 '꼭 다시 만나자'고 굳게 약속했던 친구 서일상이 나타나는데...","['친구', '일상', '유일', '반려', '처지', '약속', '버팀목', '주금', '이자', '나의', '위로', '슬픔']",0
불릿 6미리,김도근,9.85,"스토리, 스포츠",0,"축구부 에이스, 좋아하는 선배에게 고백하려 했는데... 에어소프트 게임 마스터가 된다?!","['마스터', '소프트', '고백', '축구부', '에이스', '게임', '선배', '에어']",0
피노키오 소녀,망순,9.75,"스토리, 스릴러",1,"다시 돌아온 고향. 그리고 이곳에서 일어나는 원인 불명의 실종사건. ""이것은 공포 웹툰이 아니다."" 그녀의 거짓말을 믿지 마세요...","['사건', '거짓말', '마세', '불명', '실종', '원인', '공포', '고향']",0
손아귀,황정훈,9.93,"스토리, 스릴러",0,직장인 브이로그를 운영중인 소진.알 수 없는 살인사건에 휘말리다.,"['로그', '브이', '사건', '살인', '소진', '직장인', '중인', '운영']",0
선녀야 야옹해봐!,햄톨탱크,9.78,"스토리, 로맨스",0,사랑 인연을 이어주기 위해 지상에 온 선녀 초미.톱스타 강수에게 냥줍을 당하다..!!,"['지상', '사랑', '초미', '톱스타', '선녀', '인연', '강수']",0
악령주의보,토마토모닝,9.9,"스토리, 액션",0,"귀신을 보는 소녀 순심. 어느 날, 외면하고 싶었던 사건에 뛰어들다...?!나에게는... 귀신이 보인다...!","['소녀', '외면', '귀신', '사건']",0
필살VS로맨스,구르,9.97,"스토리, 개그",0,무협 만화 같은 여자 ‘유비’. 순정 만화 같은 남자 ‘신우’.자신의 장르대로 살아가던 두 사람의 순탄치 않은 썸타기!만화의 정석대로 해피엔딩을 이룰 수 있을까?!,"['타기', '순정', '정석', '신우', '해피엔딩', '무협', '장르']",0
커넥트,신대성,9.58,"스토리, 스릴러",0,그 놈은 날 죽였다. 하지만 난 되살아났고 그놈에 복수하기로 했다.내 눈을 가져간 자기 눈에 이식한 그놈이 보는 풍경이 내게도 보인다.누군지 모르겠지만 곧 다시 만나게 될 것이다.,"['풍경', '이식', '복수']",0
안식의 밤,연제원,9.93,"스토리, 스릴러",0,노인들을 대상으로 한 연쇄 살인 사건의 전말'나는 할머니를 죽이지 않았어요!!',"['사건', '전말', '연쇄', '살인', '노인', '대상', '할머니']",0
아테나 컴플렉스,케이사르,9.88,"스토리, 판타지",0,이런 여신님은 처음!어느 여신님의 수천년에 걸친 애절한 짝사랑 이야기,"['여신', '짝사랑', '처음']",0
언데드,김우준,9.83,"스토리, 스릴러",0,"대한의 혈청을 통해 회복되는 듯 보이던 좀비 바이러스들에 문제가 생겼다. 복원센터는 더이상 대한의 혈청이 듣지 않아 난관을 겪고, 대한일행은 석배를 회복시킬 ‘새로운 혈청’을 찾기 위해 무법지대로 떠나지만, 그곳에는 또 다른 시련이 기다리고 있다!","['복원', '좀비', '이상', '시련', '바이러스', '한의', '일행', '혈청', '대한', '문제', '지대', '센터', '회복', '무법', '난관']",0
9등급 뒤집기,아백,9.17,"스토리, 드라마",0,한번호로 찍어도 받기힘들다는 9등급을 받는 이인범공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 1등급을 노리게 되고이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데...,"['만화가', '괄시', '복수', '번호', '지망', '등급', '이유', '공부', '지망생', '과외', '선생', '이인범']",0
꼬맹이를 부탁해!,마라링,9.97,"스토리, 로맨스",0,"좋아하는 누나에게 고백하고 차인 호연, 그런데 집에 놀러 온 귀찮은 꼬맹이가 누나의 동생이라구?! 고백도 하고, 애도 돌보고! 꼬맹이와 함께 하는 일상!","['꼬맹이', '일상', '고백', '애도', '차인', '누나', '동생']",0
원하는 건 너 하나,"달콤J,박성실 /...",8.84,"스토리, 로맨스",0,대기업 경영권을 물려받으려면 5년 전 자신을 떠난 은율과 결혼해 1년 이상 살아야 한다는 할아버지의 유언.배신의 상처가 아직 크지만 어쩔 수 없이 5살 아이를 홀로 키우고 있는 은율과 어색한 동거를 시작하게 된다.,"['유언', '동거', '결혼', '이상', '대기업', '경영', '할아버지', '아이', '율과', '배신', '경영권', '어색', '상처']",0
지구멸망버튼,박장고 / 신동구,9.71,"스토리, 액션",0,갑자기 생겨난 의문의 빨간 버튼그리고 필사적으로 버튼을 지켜내려는 자들빨간 버튼을 누르면 지구가 멸망한다고!?,"['필사', '의문', '필사적', '멸망', '지구', '버튼']",0
아이고 아이고,하모,9.92,"스토리, 드라마",0,자유분방한 삶을 살던 가수 지망생.불의의 사고를 겪고 장례지도사가 되기를 결심한다.,"['자유분방', '가수', '지망', '사가', '장례', '지망생', '지도', '불의', '결심', '사고']",0
안녕 나의 모모로,켄타,9.97,"스토리, 감성",0,전쟁 후 홀로 남은 소년 로이.자신을 챙겨준 고양이 모모로의 죽음을 받아들이지 못하고 헤매는데...외톨이 소년 로이의 가슴 아프지만 따뜻한 이야기,"['외톨', '죽음', '고양이', '가슴', '전쟁', '소년', '로이']",0
더 게이머,성상영 / 상아,8.56,"스토리, 판타지",0,"이유도 모른 채 현실이 게임처럼 뒤바뀐다면 어떻게 될까?레벨이 오르고, 스테이터스를 올릴 수 있다면?게임이 되어 버린 현실 속 모험기!","['스테이터스', '모험기', '현실', '모험', '이유', '게임', '레벨']",0
아침을 지나 밤으로,손지은,9.94,"스토리, 판타지",0,'사과나무의 대가로 48일간 아이를 빌려가겠습니다'기묘한 편지와 함께 사라진 동생 녹스를 찾아 헤매는 마네의 모험을 그린 정통 판타지,"['대가', '나무', '정통', '모험', '사과', '기묘', '판타지', '편지', '아이', '동생']",0
여기 악마가 있어,맷집왕,9.89,"스토리, 드라마",0,"게임회사의 인사팀에서 일하게 된 1년 차 직장인 조승훈.인간의 모습을 한 악마 상사와 함께 회사를 급성장시키게 되는데…성장의 이면에 있는 악마의 진짜 목표는 무엇이며, 이를 깨달은 인간은 과연 어떤 선택을 하게 될 것인가.","['진짜', '선택', '회사', '장의', '목표', '급성장', '악마', '상사', '이면', '모습', '게임', '인사', '직장인', '성장', '조승']",0
버그,해마 / 송지형,6.9,"스토리, 액션",0,세상에 발생한 버그 현상을 이용해인류를 지배하려는 자와 저지하는 자의 대립,"['지배', '현상', '버그', '저지', '인류', '이용', '자의', '세상', '발생']",0
스윗솔티,달삐,9.97,"스토리, 드라마",0,이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.,"['성질', '개조', '알바', '준비', '경찰', '사고', '성격']",0
저세상 클라스!,꾀돌이,9.95,"스토리, 액션",0,할머니와 몸을 공유해야하는 일진짱그런데 이 할머니도 보통이 아니다일진짱의 진정한(?) 이중생활!,"['일진', '할머니', '생활', '공유', '보통', '이중']",0
온새미로,여우 / 사문,9.89,"스토리, 로맨스",0,"배우 지망생 해리는 특집 드라마 ‘무영탑’ 오디션 준비를 위해 방문한 국립 부여 박물관에서 신비로운 분위기의 백제 유물 ‘금동대향로’에 이끌린다.해리로 인해 금동대향로 속에 갇혀 있던 천신의 아들 ‘온새미로’가 깨어나고, 멈춰져 있던 인연의 굴레가 다시 움직이기 시작한다.","['부여', '유물', '굴레', '해리', '향로', '지망생', '박물관', '미로', '지망', '특집', '오디션', '신비', '드라마', '방문', '천신', '무영탑', '아들', '배우', '분위기', '준비', '국립', '인연', '백제']",0
헬로맨스,이공주 / 하얀독...,9.69,"스토리, 로맨스",0,"마계 서열, 중급악마 시트리. 상급 악마가 되고 싶었지만 억울한 누명으로 인간계에 떨어졌다.인간이 된 시트리는 검찰 수사관이 되었지만 이기적이고, 싸가지도 없고, 개념도 없는 직속 검사 계세아를 만나게 된다.둘은 첫날부터 원수지간이 되는데…악마였던 검찰수사관과 악마같은 검사의 범죄스릴 로맨스가 펼쳐진다!","['상급', '트리', '검사', '개념', '범죄', '싸가지', '지간', '원수', '악마', '로맨스', '시트', '첫날', '검찰', '계세', '인간계', '서열', '스릴', '마계', '중급', '누명', '직속', '이기', '수사관', '원수지간', '이기적']",0
하슬라,까를로스 / 유상진,9.93,"스토리, 액션",0,일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.,"['복수', '처절', '무죄', '피의', '살인', '도진', '번의', '도시', '타인']",0
뱀파이어의 꽃,카나리아 / 동물,9.85,"스토리, 로맨스",0,"500년 만에 인간 세상에 나타난 뱀파이어, 루베르이와 인간 계약자 서영의'뱀파이어 꽃'을 찾는 숨 막히는 모험과 사랑을 그린 뱀파이어 로맨스.※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※","['시리즈', '사랑', '뱀파이어', '서영', '연재', '모험', '계약자', '로맨스', '오리지널', '듀얼', '세상']",0
도사 가온,김상민,9.89,"스토리, 액션",0,도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!,"['사의', '모험', '도사', '액션', '도술', '소년', '판타지', '무명도']",0
기억흔적,브라보 장,9.91,"스토리, 스릴러",0,사랑하는 가족을 잃은 남자.가족을 살리기 위한 처절한 시간 여행이 시작된다.,"['사랑', '가족', '처절', '여행', '시간']",0
인간의 온도,이재익 / 양세준,9.9,"스토리, 드라마",0,형사와 기자 그리고 이상한 소년.일어나선 안 될 사건들.진실을 향한 치열한 추적이 시작된다.,"['추적', '일어', '기자', '사건', '이상', '나선', '치열', '진실', '형사', '소년']",0
천도,진작,9.89,"스토리, 판타지",0,"저승 문을 막고 있던 융이 살해 당하고, 다시 저승 문을 막기 위해 융을 되살리려는 유장.망자들을 이용해 저승의 경계를 무너뜨리려는 사흉과 대립한다.","['저승', '망자', '경계', '대립', '융이', '이용', '살해', '유장']",0
후아유!,이범 / 이도윤,9.96,"스토리, 로맨스",0,"매번 변하는 말투와 행동. 너, 대체 정체가 뭐야?","['말투', '행동', '정체', '대체']",0
무주의 맹시,마누비,9.95,"스토리, 로맨스",0,삼신할미의 저주를 풀기 위해산신이 되는 세아의 파란만장 고교 생활!,"['고교', '저주', '삼신', '파란만장', '생활', '산신', '위해', '삼신할미']",1
왕세자 입학도,무번,9.98,"스토리, 드라마",0,"조선 후기, 성균관에 자그마한 신참이 들어온다! 모종의 이유로 정체를 숨기고 성균관 유생이 된 왕세자가 보고 겪는 체험! 민중의 현장!","['성균관', '정체', '민중', '모종', '유생', '이유', '체험', '조선', '현장', '왕세자', '후기', '신참']",0
신이 담긴 아이,건치 / 호진,9.89,"스토리, 판타지",0,"이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에'예언의 아이'가 나타났다.","['무당', '신의', '저승', '예언', '이승', '아이', '학교']",1
스캔들,"달콤J,티바 / ...",9.8,"스토리, 로맨스",0,"당대 최고 인기 여배우의 스캔들의 주인공이 내 남편이라면?남편의 불륜으로 신혼이 파탄난 지우는 기자생활을 접고 미국으로 떠나게 되고, 전 남편이 거절할 수 없는 제안을 건네온다.","['스캔들', '기자', '신혼', '최고', '제안', '여배우', '거절', '인기', '주인공', '남편', '불륜', '생활', '파탄', '당대']",0
깁스맨,맹물,9.85,"스토리, 드라마",0,정의를 위해 일진으로 살았다. 근데 정의가 뭔지는 알아?한 번의 잘못된 선택이 불러온 전혀 다른 결과... <연애학> 맹물 작가의 고등학생 이야기.,"['무엇', '선택', '정의', '결과', '고등학생', '일진', '번의', '맹물', '잘못', '연애']",1
드로잉 레시피,꼬모소이,9.96,"스토리, 감성",0,어머니가 돌아가신후 어머니가 주인이었던 석촌 미선빌라 201호로 이사 온 은수의  용서와 성장의 힐링여행,"['이사', '여행', '은수', '어머니', '빌라', '힐링', '수의', '용서', '주인', '미선', '성장']",0
인문학적 감수성,교날 / 번암,9.86,"스토리, 드라마",0,"타투이스트 감수성에게는 남들과 다른 비밀이 하나 있다.바로 살아움직이는 그림을 그린다는 것!이런 이상한 능력 덕분에 깡패처럼 보이는(?) 손님에게새겨주었던 용 문신이 탈주를 하게 되고, 극대노한 상태로 찾아온 그녀와 모종의 사건으로 엮이면서거절하지 못할 제안을 받는데...","['감수성', '그림', '사건', '이상', '덕분', '모종', '노한', '탈주', '극대', '제안', '이스트', '거절', '손님', '상태', '깡패', '문신', '비밀', '능력']",0
소녀 해미,이현우,9.64,"스토리, 스릴러",0,"""난 당신을 지옥으로 보낼거야"" 복수를 꿈꾸는 소녀 해미. 그녀는 천재적인 머리를 활용하여 재벌가 손녀딸로 신분 세탁을 하는데...","['세탁', '재벌', '천재', '복수', '머리', '천재적', '지옥', '손녀딸', '소녀', '해미', '신분', '활용']",0
가담항설,랑또,9.98,"스토리, 판타지",0,이번 주인공은 돌이다!돌이지만 동료도 모으고 악당도 물리친다!랑또 작가표 동양 판타지 소년만화,"['돌이', '동료', '악당', '주인공', '소년', '판타지']",0
장단에 맞춰줘!,햇님,9.8,"스토리, 로맨스",0,초단신 보람과 일진농구부 최겸의너무 다른 반전 개그 로맨스!,"['보람', '개그', '일진', '로맨스', '반전', '농구', '초단', '단신', '겸의']",0
이런 영웅은 싫어,삼촌,9.97,"스토리, 판타지",0,"실존하는 수많은 영물들과 싸우는 히어로, 스푼(SPOON)의 대활약 이야기!","['대활약', '영물', '활약', '스푼', '실존', '히어로']",0
빛빛빛,수진,9.92,"스토리, 로맨스",0,"우리가 다시 만난다면, 나는 다른 선택을 할 수 있을까엇갈린 첫사랑과의 재회","['선택', '첫사랑', '재회']",0
모락모락 왕세자님,원해,9.87,"스토리, 로맨스",0,온천마을에 찾아온 꽃미남 왕세자일행과신비한 힘을 가진 소녀의 판타지 로맨스,"['미남', '마을', '로맨스', '일행', '신비', '소녀', '온천', '왕세자', '판타지']",0
데이즈,양수,6.89,"스토리, 스릴러",0,"대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 ‘한지한’은 오늘도거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 ‘한지훈’만이 있었다.어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어‘한지한’을 범인으로 지목하는데?!","['재벌', '손가락', '경찰', '아버지', '가의', '어제', '부름', '망나니', '최고', '범인', '동생', '오늘', '한지', '집안', '대한민국', '지목', '아들', '막내', '오랜만', '시체', '어리광']",0
오늘도 사랑하세요,하찌,9.81,"스토리, 로맨스",0,우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.,"['진짜', '사랑', '큐피드', '주변', '대작전', '만들기']",0
백호랑,박혬,9.92,"스토리, 판타지",0,서쪽의 신수 백호랑. 과거의 죄를 씻기 위해 인간계에서 하늘의 심부름을 수행중,"['수행', '서쪽', '과거', '하늘', '신수', '심부름', '인간계', '호랑']",0
저승사자 출입금지,심웅섭,9.81,"스토리, 드라마",0,죽음 너머를 믿지 않는 간호사 주나비그리고 그녀가 살린 저승사자 신의그들의 트라우마 극복기.,"['신의', '극복', '너머', '간호사', '우마', '죽음', '저승사자', '트라', '나비']",0
밤하늘에 구름운,견지 / 그리온,9.96,"스토리, 로맨스",0,"망겜 <검풍 온라인>의 NPC 초낙운, 서윤의 평범했던 일상에 등장!?NPC와의 좌충우돌 로맨스지상최대공모전 1기 우수상 수상 작품","['지상', '수상', '일상', '온라인', '최대', '등장', '우수', '로맨스', '좌충우돌', '공모전', '평범']",0
"안녕, 이바다씨",문나영,9.9,"스토리, 로맨스",0,물이 무서운 여자와 물에 사는 남자의 청량미 넘치는 여름 로맨스!,"['청량', '청량미', '로맨스', '여름']",0
Here U Are,D JUN,9.65,"스토리, 로맨스",0,"학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기","['재환', '현우', '만남', '입학식', '최고', '신입생', '생각', '인연', '악연', '특별', '선배', '학교', '반대', '성격']",1
인싸라이프,힐링달,9.09,"스토리, 드라마",0,내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어!원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다,"['비밀', '계정', '라이크']",0
노력의 결과,악파,9.94,"스토리, 스릴러",0,"완벽주의 아버지 밑에서 자란 재경, 이번 시험에서도 전교 1등을 사수해야 한다.","['사수', '전교', '재경', '완벽', '시험', '아버지', '주의']",1
합법해적 파르페,뼈피살,9.95,"스토리, 판타지",0,비범한 공주님 파르페의 신묘한 모험 판타지,"['신묘', '모험', '판타지', '공주', '파르페']",0
물레,고긱,9.81,"스토리, 드라마",0,첫 술자리에서 전과 선언.이거 내 얘기 아니지..?,"['술자리', '선언', '전과', '얘기']",0
꼬리 있는 연애,진하 / 헤폰,9.92,"스토리, 로맨스",0,"""나무꾼의 환생과 결혼하지 않으면 여우가 된다고?!!""운명의 상대를 찾기 위한 윤하의 고군분투 연애담이 시작된다.","['고군분투', '나무꾼', '분투', '여우', '결혼', '환생', '고군', '윤하', '운명', '연애담', '상대']",0
레사(lessa),POGO,9.95,"스토리, 판타지",0,"어느날부턴가, 사람들은 디맨으로 변한다.매일밤 계속되는 습격, 그리고 동생을 찾는 한 남자.그 혼돈 속에서 신이 눈을 뜬다!","['신이', '습격', '동생', '혼돈', '계속']",0
위험한 신입사원,박수정 / Jiya,9.65,"스토리, 로맨스",0,신입사원만 기다려온 입사 3년 차 그녀 정유림그런데 왜 하필 회장님의 친손자가 신입 막내라니?!신입사원 연하남과 위험천만 비밀 연애가 시작된다.,"['연하', '친손자', '막내', '유림', '사원', '회장', '신입', '비밀', '입사', '연애', '위험천만']",0
여름은 뜨겁다,JQ / ZK,9.21,"스토리, 드라마",0,"'어둠을 삼키는 흑룡’ 이라 불리는 동대정고 최강자  ‘신서용’.그의 앞에 둘도 없는 친구  ‘피를 뿌리는 적룡, 한대용＇의 여동생 ‘한여름’이 나타난다. 예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물","['친구', '신서', '학원', '어둠', '불허', '흑룡', '대용', '최강자', '예측', '코믹', '한여름', '강자', '여름', '성장', '여동생', '정고']",1
제로게임,즐바센,9.97,"스토리, 판타지",0,인생 재건설 서바이벌2015 대학만화 최강자전 수상작!,"['수상작', '대학', '건설', '최강자', '인생']",0
죽여주는 탐정님,뻥 / 조은,9.87,"스토리, 스릴러",0,"타인의 거짓말을 꿰뚫어보는 고교생 백아. 거짓으로 사건을 만들어내는 탐정을 만나고, 세상에 그의 진실을 밝혀내야 한다.","['사건', '거짓말', '탐정', '백아', '진실', '고교생', '거짓', '세상', '타인']",0
구주의 시간,송극장,9.83,"스토리, 드라마",0,"동생이 죽었다. 장례식이 끝난 뒤, 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다. 어플 안의 모두가 용의자다.","['용의자', '모두', '커뮤니티', '장례식', '안의', '기록', '비밀', '발견', '동생']",0
매지컬 메디컬,지공,9.86,"스토리, 드라마",0,날 구하러 온 마법 세계 힐러,"['마법', '세계']",0
FM보이,육일공,9.96,"스토리, 로맨스",0,"나에게만 들리는 그녀의 진심.콩닥콩닥 주파수를 맞춰라!방송부 아이들의 꿈, 우정, 사랑.","['우정', '방송', '사랑', '진심', '아이', '주파수']",0
커피도둑,유지별이,9.94,"스토리, 판타지",0,"학교 뒷산에 있는 카페 <커피도둑> 그곳에 '시간을 사는 남자'가 있다는 소문이 퍼진다. 1년 전, 사고를 당한 '유나래'는 저승사자 '새우'와 함께 그곳으로 찾아가 다시 살아나기 위해 시간을 훔치려 하는데...","['새우', '카페', '소문', '나래', '저승사자', '뒷산', '시간', '도둑', '학교', '커피', '사고']",1
스몰,을승,9.9,"스토리, 로맨스",0,"네 앞에 서면 왜 난 자꾸...♡좋아하는 이성과 함께 있으면 자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 문제는 정말 몸까지 줄어든다구!","['기분', '문제', '경험', '이성']",0
평범한 8반,영파카,9.85,"스토리, 드라마",0,안 평범한 아이들이 모인 평범한 8반고품격 웰메이드 병맛을 느껴보세요,"['아이', '이드', '품격', '고품']",0
사우러스,이노,9.83,"스토리, 판타지",0,다시 돌아온 공룡의 시대! 무너진 인류 문명을 지키려는 자들과 이를 방해하려는 세력의 치열한 전투가 시작된다.,"['문명', '시대', '인류', '치열', '전투', '방해', '공룡', '세력']",0
노선도,효기,9.79,"스토리, 스릴러",0,"암호화폐 투자 실패로 모든 걸 잃은 평범한 40대 회사원 '권한수'.절망한 그의 앞에 우연히 현금 20억이 든 황금색 캐리어가 나타나지만,오히려 점점 더 깊은 함정에 빠지고 만다.","['회사원', '투자', '황금색', '함정', '화폐', '암호', '절망', '현금', '캐리어', '실패']",0
칼부림,고일권,9.9,"스토리, 시대극",0,뜻을 품고 한을 품은 팔도의 자제들아 서슬퍼런 칼날 내보이라!이괄의 난을 배경으로 펼쳐지는 함이의 복수와 성장,"['복수', '칼날', '자제', '서슬', '배경', '성장', '내보']",0
함부로 대해줘,선우,9.87,"스토리, 로맨스",0,지금도 조선시대는 이어지고 있다?!성산마을에서 온 철벽남 제자 신윤복과 저돌적인 직진녀 스승 김홍도의 본격 디펜스 로맨스.,"['저돌적', '성산', '지금', '마을', '직진', '시대', '김홍도', '디펜스', '철벽', '신윤복', '스승', '로맨스', '조선', '본격', '제자', '저돌']",0
비스타,유마,8.16,"스토리, 드라마",0,"가수가 되려고 했지만 꿈을 잃고 방황하다어렸을 때 만났던 그 아이를 만나고 다시 찾은 기회,하지만 과거의 업보가 발목을 잡고마는데...","['가수', '발목', '과거', '기회', '아이', '방황', '업보']",0
누군가의 로섬,방농구,9.95,"스토리, 드라마",0,"실연의 상처로 우울해 있던 찰나, 상냥하게 말을 걸어온 그 남자.하지만 가까워질수록 어딘가 쎄한 기분이 든다. 이 남자 로섬의 정체가 궁금하다.","['찰나', '기분', '우울', '정체', '실연', '상처']",0
블루투스,국승원,7.44,"스토리, 판타지",0,탐사선의 폭발!우주 한가운데 홀로 남겨진 우주 비행사.이 광활하고 고독한 싸움에서 그는 과연 살아남을 수 있을까?,"['싸움', '고독', '우주', '한가운데', '폭발', '탐사선', '가운데', '비행사']",0
개장수,김규삼,9.98,"스토리, 판타지",0,"역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.","['지배', '역대', '프리', '스릴러', '이브', '개장수', '곤충', '세상', '판타지']",0
나의 첫번째 새벽,신매,9.93,"스토리, 감성",0,"아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. ""너에게 작은 용기를 줄게.""","['죄책감', '이후', '하늘', '죽음', '용기', '아빠', '소년', '후회', '이슬']",0
먹지마세요,노도 / 비버,9.94,"스토리, 판타지",0,달콤한 복숭아 소년(?)요괴와 귀신들에게 쫓기다.,"['복숭아', '요괴', '귀신', '소년']",0
닥터 하운드,아루아니 / 레임,9.97,"스토리, 스릴러",0,인간의 생각과 감정 그리고 죽음의 흔적까지꿰뚫어 보는 눈을 가진 남자 '하운드'그 앞에 벌어지는 기괴한 연쇄 자살 사건!,"['자살', '사건', '죽음', '연쇄', '생각', '하운드', '흔적', '감정']",0
교환일기,한끼룩,9.94,"스토리, 드라마",0,"인싸로 살아가던 여대생 한나무, 생일파티에 가던 길에 교통사고를 당하고...왕따 여중생이 되어 깨어나다.","['교통사고', '나무', '여중', '여대생', '왕따', '여중생', '파티', '생일', '여대']",0
