제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
컨트롤제트,미티,9.93,"스토리, 스릴러",0,당신은 지우고 싶은 기억이 있나요?기억을 되돌릴 수 있다면...,['기억'],0
봉봉오쇼콜라,오성대,9.89,"스토리, 드라마",0,"엉뚱하지만 귀여운 바보 '아린'과 갓 독립한 재수생 '승유'가 만들어가는황당유쾌, 달콤한 이야기.","['재수생', '재수', '어가', '독립', '승유', '아린', '바보']",0
귀도호가록,이수민,9.97,"스토리, 판타지",0,조선의 밤을 떠도는 귀암행어사와새끼 구미호 미선의 험난한 여정!,"['새끼', '어사', '구미호', '조선', '암행', '미선', '여정']",0
모태솔로수용소 시즌2~3,석재윤,9.93,"스토리, 드라마",0,"연애를 하지 못하면 범죄자가 되는 세상,모태솔로들의 탈옥이 시작된다!","['모태', '탈옥', '범죄자', '솔로', '세상', '연애']",0
혈투,신진우 / 박수영,9.49,"스토리, 시대극",0,일제 강점기를 배경으로 펼쳐지는복수와 음모의 대서사시!,"['강점기', '복수', '일제', '서사시', '배경', '음모']",0
LOST,정민용,9.53,"스토리, 스릴러",0,주변 사람들의 잇따른 죽음으로 저주 받은 아이라 불리우는 한하제. 어느 날 그에게 헤어졌던 연인 아리가 찾아 오는데........,"['하제', '연인', '아리', '죽음', '주변', '아이', '저주']",0
판타지스케치 - 더 게임,엄재경 / 천범식,9.87,"스토리, 판타지",0,"SF 퓨전 판타지, 게임 판타지, 중세 판타지
스케치, 스케치, 스케치.. 판타지를 스케치해본다.","['게임', '판타지', '중세', '스케치']",0
늘 푸른 찻집,고병준 / 제뉴,9.96,"스토리, 드라마",0,천방지축 아이들의 달콤 쌉싸르한 성장이야기,"['성장', '아이']",0
신의한수,이순기 / 민홍기,9.52,"스토리, 드라마",0,"여기, 배신으로 점철된 삶을 살아온 한 여자가 있다.그녀는 사람이면 학을 떼는 냉소주의자.그래서 그녀는 사기꾼이 되었다. 그것도 떼돈을 벌어들이는 쌔끈한 점쟁이 사기꾼!","['냉소', '떼돈', '사기', '냉소주의', '사기꾼', '점쟁이', '배신', '주의자', '점철']",0
가족사진,정병식,9.84,"스토리, 드라마",0,"어느 초겨울, 결혼준비가 한창이던 어느날
떠나갔던 아버지가 돌아왔다.","['결혼', '준비', '한창', '초겨울', '아버지']",0
헬로 미스터 테디,아지,9.94,"스토리, 개그",0,"흑곰보다 험악한 인상을 가진 뒷 세계의 지배자
그에게는 은밀하고도 깜찍한 취미가 있다?!
<2013 대학만화 최강자전> 8강 진출작!","['대학', '최강자', '진출', '인상', '세계', '지배자', '취미', '진출작']",0
적생,아루아니_팀 겟네임,9.95,"스토리, 스릴러",0,"살인마를 움직이는 웹사이트.
그 비밀을 알아내야하는 해커 ","['웹사이트', '비밀', '살인마', '해커']",0
연애세포,김명현,9.92,"스토리, 로맨스",0,백수가 최고의 미녀스타를 사로잡을  가능성은 얼마나 될까?대충대충 인생 대충이와  사람보다 더 사람같은 고양이 네비의 치열하고 기발한 그녀 공략 메뉴얼.,"['비의', '스타', '메뉴', '최고', '치열', '백수', '고양이', '공략', '인생', '충이', '미녀', '가능성']",0
나는 너를 보았다,모래인간 / 티오비,9.95,"스토리, 스릴러",0,"딸이 탄 지하철이 피투성이가 되어 나타났다?!모든 것을 목격한, 혹은 아무것도 목격하지 않은 사람들의 이야기.","['목격', '아무것', '지하철']",0
알파,부겸,8.52,"스토리, 판타지",0,감정을 느끼지 못하는 에이전트 알파그에게 주어진 비밀임무,"['임무', '에이전트', '비밀', '알파', '감정']",0
법대로 사랑하라,노승아 / 일리,9.48,"스토리, 로맨스",0,미스코리아 출신이자 변호사인 김유리는 잘 다니던 대형 로펌을 때려치우고 갑자기 카페를 차린다. 임대계약을 위해 만난 건물주님이 고등학생 때부터의 친구인 정호라는 걸 알기 전까지 그녀의 꿈은 찬란하기만 했는데... 사람 헷갈리게 만드는 추리닝 또라이 정호의 속마음은 대체 뭘까?,"['무엇', '대형', '출신', '대체', '임대', '건물', '정호', '친구', '미스', '고등학생', '변호사', '이자', '속마음', '추리닝', '건물주', '주님', '또라이', '계약', '유리', '카페', '코리아']",1
좋아하게 해줘,지원 / 예림,9.79,"스토리, 로맨스",0,99번 차였지만 포기할 수 없어!,['포기'],0
고향의꽃,한(恨),9.86,"스토리, 스릴러",0,"그곳의 비밀과 배신, 그리고 음모...7년 만에 찾은 고향에서 벌어지는 한 남자의 처절한 사투.상처와 고통으로 얼룩진 지옥의 섬으로 찾아가다.","['고통', '처절', '사투', '지옥', '배신', '비밀', '상처', '음모', '고향']",0
한섬세대,유승진,9.86,"스토리, 시대극",0,"조선후기의 평범한 관리지망생 한섬. 
만만치 않은 길이지만, 한섬이는 만만디. 과연 벼슬자리에 오를 수 있을까?","['자리', '지망', '벼슬', '만만디', '지망생', '조선', '벼슬자리', '관리', '후기']",0
MZ,최훈 / 청설모,9.94,"스토리, 액션",0,과거가 없는 요원과 과거가 수상한 해커.이제 적도 아군도 없는 싸움이 펼쳐진다.,"['아군', '수상', '싸움', '적도', '과거', '이제', '요원', '해커']",0
별의 유언,후은,9.96,"스토리, 판타지",0,신비로운 미지의 섬에서 펼쳐지는 그들의 오묘하고도 아름다운 동화같은 이야기.,"['동화', '미지', '신비', '오묘']",0
동네변호사 조들호 시즌1,해츨링,9.94,"스토리, 드라마",0,본격 생활법정만화 동네변호사 조들호,"['생활', '동네', '변호사', '본격', '법정']",0
피리부는 남자,박찬호 / 차용운,9.95,"스토리, 스릴러",0,"당신은 형사 지란과 함께 범인을 잡고 싶은가,
아니면 피리부는 남자와 함께
그의 살인을 지켜보고 싶은가.","['지란', '피리', '범인', '살인', '형사']",0
지원,한(恨),9.93,"스토리, 액션",0,"스릴러 웹툰 <고향의 꽃>의 작가 한(恨), 휴머니티를 안고 돌아오다.
착한남자 지원의 버라이어티한 인간융화 프로젝트.사람이 사람을 만나고 서로를 지원하는 허구에 관한 이야기.","['허구', '프로젝트', '스릴러', '융화', '고향', '지원', '머니', '서로']",0
좀비소녀,DAMA,9.88,"스토리, 액션",0,"어릴 적 화재와 화상 흉터로 한없이 움추러드는 사춘기 소녀 원나.그런 그녀에게 닥친 생애 최초, 최고의 상황 ㅡ 좀비바이러스.좀비바이러스에 전염된 마을 어르신들을 지킬 수 있는 건, 오직 원나뿐!힐링감 넘치는 원나의 웃픈 성장기 <좀비소녀>를 소개합니다!","['마을', '화상', '성장기', '소개', '최초', '상황', '전염', '최고', '어르신', '화재', '흉터', '힐링', '소녀', '생애', '사춘기', '나의', '좀비']",0
보톡스,황미나,9.21,"스토리, 로맨스",0,"대한민국 만화계의 전설 황미나 작가
5년간의 공백을 뒤로 하고 신작으로 돌아오다. 
세대를 뛰어넘는 감성과 아름다운 작화의 하모니.","['감성', '대한민국', '세대', '전설', '하모니', '공백', '작화']",0
씬커,권혁주,9.51,"스토리, 판타지",0,몸 속에 서버가 있는 파쿠르 소년이 전파를 자유자재로 사용하는 능력으로해킹의 세계에서 히어로가 된다,"['전파', '서버', '세계', '사용', '소년', '히어로', '자유자재', '해킹', '능력']",0
중립디자인구역,최남새,9.67,"스토리, 판타지",0,"천사와 악마의 의상을 디자인하는 중립디자인구역
그곳에 입사한 사회초년생 호양이의 다사다난한 일상","['천사', '사회', '일상', '다사다난', '악마', '양이', '디자인', '의상', '구역', '중립', '초년생', '입사', '초년']",0
크레이지 커피 캣,엄재경 / 최경아,9.81,"스토리, 로맨스",0,커피! 열정! 그리고 사랑!,"['커피', '사랑', '열정']",0
꽃밭에솔,209,9.95,"스토리, 드라마",0,꽃 공포증이 있는 고등학생 계은솔과 친구들의 성장 이야기,"['친구', '솔과', '공포증', '고등학생', '성장']",1
식스틴,김인태,9.96,"스토리, 드라마",0,"29살 싱글맘 직장인 서인주, 어느 날 나타난 수상한 동창으로 그녀의 일상이 흔들린다.","['수상', '일상', '동창', '인주', '싱글', '직장인']",0
요리대마왕,랑또,9.92,"스토리, 개그",0,"평범해 보이는 고등학교 3학년 소녀, 최고의 요리대회 <도전! 요리왕>에 도전하다.여왕이 되고 싶은 그녀의 이름은 '마 왕'.","['고등학교', '요리', '이름', '대회', '최고', '여왕', '도전', '학년', '소녀', '평범']",0
봄이여 오라,샐비,9.93,"스토리, 드라마",0,"평범한 일상 속, 평범한 만남.
그 안에서 엮이는 조금은 특별한 인연.","['일상', '만남', '조금', '인연', '특별']",0
부로콜리왕자,산삼,9.97,"스토리, 개그",0,잘생기긴했거든?? 근데.... 좀 이상해.... 얘... 지가 왕자래....,"['생기', '지가', '자래', '이상']",0
소녀 연대기,지님,9.95,"스토리, 감성",0,서툴고 답답한 것 투성이지만 성장하는 중입니다.친구가 중요했던 그시절 현이와 친구들의 중3이야기.,"['친구', '시절', '중요', '성장']",0
wish-마녀의 시간,한송이,9.84,"스토리, 판타지",0,"우리는 가끔 꿈을 꾼다. 마법을 쓰는 꿈을…그러나 마법에는 대가를 치루어야 하는데!
본 연재작은 <서울루키스카우트 2011> 당선 작품입니다.","['마법', '대가', '연재', '당선', '스카우트', '서울']",0
경운기를 탄 왕자님,무적핑크,9.9,"스토리, 개그",0,"'실질객관동화' 무적핑크 작가의 스마트툰 신작!싹수 노란 남자의 농사 정복기, 오빤 강남 농부 스타~일!","['동화', '핑크', '복기', '스타', '강남', '객관', '실질', '무적', '농사', '농부', '싹수', '오빠']",0
샌프란시스코 화랑관,돌배,9.98,"스토리, 드라마",0,미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,"['각양각색', '프란시스', '태권도', '태권도장']",0
10월 28일,천정학,9.57,"스토리, 스릴러",0,"주인공 상길의 평범한 하루, 그 하루가 반복된다.","['상길', '반복', '주인공', '하루']",0
팀 피닉스,엄재경 / Ze-...,9.95,"스토리, 판타지",0,선과 악이 뒤섞인 세상초능력 범죄자와 초능력 경찰의 치열한 싸움이 시작된다,"['싸움', '치열', '초능력', '범죄자', '경찰', '세상']",0
기사도,환쟁이,9.88,"스토리, 액션",0,"물러설 곳 없는 두 남자의 싸움이 시작된다!쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'","['싸움', '스릴', '기사']",0
다욤이의 다이어트 다이어리,"아키, 심윤수 /...",9.26,"스토리, 드라마",0,"다시! 다시! 내일 또 다시! 언제까지 ‘다시어트’를 할겁니까? 
무거운 이야기를 가볍게 이야기하는 당신을 위한 만화",['내일'],0
뷰티플 게임,박능출 / 박준규,9.58,"스토리, 스포츠",0,백수경력 3년의 축구 감독 공백기와 축구공 한번 잡아본 적 없는 여자고교 축구팀의 드림 하이!본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.,"['축구팀', '축구', '경력', '하이', '축구공', '공백기', '당선작', '한번', '고교', '백수', '컨텐츠', '드림', '스카우트', '서울', '감독']",1
영광의 교실,아니영,9.92,"스토리, 드라마",0,"불의의 사고로 부모님을 잃은 뒤 누나 “영주”와 단 둘이 살아온 “영광”.자신을 싫어하는 누나에게 사랑받고자 노력하지만, 끝내 거절 당하고 외롭게 자라나게 된다.","['영주', '사랑', '부모', '노력', '거절', '부모님', '영광', '불의', '누나', '사고']",0
파도의 주인,이뫄,9.98,"스토리, 판타지",0,환상처럼 나타난 두 개의 섬그곳에서 나를 맞은 것은 기이한 피부와 붉은 눈을 가진 남자였다.,"['피부', '환상']",0
참새는 새!신부,99C / 백도,9.95,"스토리, 로맨스",0,"장수하고 싶은 참새, 인간을 사로잡으러 왔다!","['참새', '장수']",0
너와 너 사이,오지혜,9.94,"스토리, 드라마",0,"소중했던 나날, 너와 함께 있었던 그 시간... 본 작품은 2013 만화스카우트 선정 작품입니다.","['나날', '시간', '선정', '스카우트']",0
섀도우,유느지 / 해진,9.96,"스토리, 판타지",0,"히어로와 빌런이 싸우고 간 뒷 이야기, 들어보셨나요? 
안지운과 동료들의 그림자 속 이야기.
<2013 대학만화 최강자전> 8강 진출작!","['그림자', '어로', '대학', '동료', '최강자', '진출', '안지', '진출작']",0
저승에서 만난 사람들,단우 / 백희정,9.97,"스토리, 스릴러",0,한 아이의 유괴 사건과 관련된 다섯 사람저승에서 펼쳐지는 미스터리 스릴러,"['유괴', '저승', '사건', '미스터리', '관련', '스릴러', '아이', '다섯']",0
타인의 로맨스,호욱 / 만찐,9.92,"스토리, 로맨스",0,로맨스 소설 속 여주인공이 되어버린 임소희. 과연 그녀의 운명은?,"['소희', '로맨스', '소설', '여주인공', '운명']",0
연 시즌2,구아진,9.77,"스토리, 스릴러",0,"구아바 작가의 옴니버스 스릴러 ‘연 시즌2’오늘, 지금, 당신에게도 일어날 수 있는 일들.","['시즌', '지금', '구아', '옴니버스', '스릴러', '버스', '오늘']",0
스토커,단우,9.93,"스토리, 스릴러",0,어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,"['유괴', '주부', '장면', '스토킹', '목격', '의문']",0
후유증,김선권,9.37,"스토리, 스릴러",0,한 순간의 사고 이후 조금씩 나타나는 후유증.안대용의 삶은 그때부터 모든 것이 틀어지기 시작했다.<수사 9단> 김선권 작가 신작.,"['후유증', '안대', '이후', '그때', '조금', '사고', '수사']",0
원 뿔러스 원,청보리,9.97,"스토리, 판타지",0,"같은 장애를 가진 두 소년이 살아가는 세상. 
그리고 특정 장애인만을 노리는 범죄자. 
장애를 주제로 한 학원 스릴러.","['학원', '장애', '특정', '주제', '스릴러', '범죄자', '소년', '세상', '장애인']",1
루시퍼의 경호원,문설희 / 직선,9.58,"스토리, 판타지",0,루시퍼의 힘을 얻게 된 경호원과 힘을 뺏긴 루시퍼의 구슬 쟁탈전 !,"['루시퍼', '경호원', '쟁탈전', '구슬']",0
