idx,name,score,writer,age_limit
1319,내 친구는 선녀보살,9.88,챰,0
1320,형제가 사랑한 마녀,9.77,복숭아,0
1321,음란마귀지만 괜찮아!,8.38,모가비,0
1322,남궁세가 소공자,9.20,Rose Studio,0
1323,나 홀로 버그로 꿀빠는 플레이어,9.84,키민트,0
1324,씨방것들,9.76,오청,0
1325,내일도 출근!,9.92,맥퀸스튜디오,0
1326,대마법사의 딸,9.93,새벽애,0
1327,하렘생존기,9.92,오리발,0
1328,바니와 오빠들,9.92,니은,0
1329,당신도 보정해 드릴까요?,9.57,은,0
1330,하필 너야?!,8.73,임자,0
1331,유색의 멜랑꼴리,9.90,비나리,0
1332,요괴백정,9.84,좌서방,0
1333,슬프게도 이게 내 인생,9.75,슬,0
1334,밤의 향,9.92,보리,1
1335,취향저격 그녀,9.90,로즈옹,0
1336,버닝 이펙트,9.90,박태현,0
1337,조우,9.86,최희선,0
1338,우리 집에 왜 왔니,9.88,이윤희,0
1339,여혜,9.87,비나리,0
1340,과격자매단,9.89,바쉬,0
1341,영수의 봄,9.60,이윤희,0
1342,토이 콤플렉스,9.51,이윤희,1
1343,작약만가 : 불환곡,9.92,인토르노,0
1344,What Does the Fox Say?,9.83,팀 가지,1
1345,개같은 세상,9.88,정종수,0
1346,표류감옥,9.49,조원표,0
1347,어둠이 걷힌 자리엔,9.95,젤리빈,0
1348,이태원 클라쓰,9.92,광진,0
1349,다리 위 차차,10.0,재수,0
1350,우리사이느은,9.92,이연지,0
1351,노동본색,9.25,지뚱,0
1352,작약만가 : 서리꽃,9.90,인토르노,0
1353,아쿠아맨,9.87,맥퀸스튜디오,0
1354,미생,9.82,윤태호,0
1355,굿바이 사돈!,9.91,교교박,0
1356,뽀짜툰,9.89,유리,0
1357,찬란한 액션 유치원,9.74,김동찬,0
1358,복수는 우리의 것,9.39,땔깜,0
1359,뱀파이어 셰프,8.22,서윤,0
1360,심봉사전,9.76,서강용,0
1361,너의 돈이 보여,9.21,민국23,0
1362,어름치,9.84,박세가,0
1363,뜨거운 웬수,9.61,김수진,0
1364,주정,9.38,노찬주,0
1365,세로토닌,9.78,강희석,0
1366,어렴풋이,9.78,휘를,0
1367,굿바이 악마,6.82,진 엔터테인먼트/팀 이너스,0
1368,180cm 그녀를 사랑해!,9.07,Rainie,0
1369,망고의 뼈,9.59,넋부자들,0
1370,천생연분,8.86,김수진,0
1371,민트 러브,9.52,화화,0
1372,질풍의 노도,9.86,김보통,0
1373,왕자님이 있다,8.85,슈토,0
1374,아만자,9.81,김보통,0
1375,평범해지고 싶어,9.39,카나리아,0
1376,고양이 신부,9.56,dite,0
1377,내 일진이 이렇게 귀여울리가 없어,9.44,일,0
1378,요조신사 마초숙녀,8.88,곽시탈,0
1379,빌린 몸,9.16,박세계,0
1380,리프루터,9.34,ILZI,0
1381,인간을 먹는 성,9.68,김만호,0
1382,저녁 같이 드실래요?,9.86,박시인,0
1383,메모리스트,9.87,재후,0
1384,니브,8.67,강민석,0
1385,일회용 배우 - THE DISPOSABLE ACTOR,9.90,반이,1
1386,취준진담,9.0,쥐곰이,0
1387,스위트 허니 트랩,9.47,냥꼬,0
1388,리세터,9.43,한지우,1
1389,독립만화 특별전,9.49,한국만화영상진흥원,0
1390,기인록,9.58,유계진,0
1391,볍신을 부탁해,9.50,김송,0
1392,승리호,9.72,홍작가,0
1393,뿔뿔뿔뿔,9.83,나지,0
1394,글과 그림 사이,9.68,메엔,0
1395,너에게 투 혼(魂)!,9.91,롱토피아,0
1396,모기전쟁,9.82,정지훈,0
1397,까락,9.21,서강용,0
1398,대나무숲에서 알립니다,9.83,황짠느,0
1399,아가씨가 너무해!,9.72,비바,0
1400,나는 엄마다,9.79,순두부,0
1401,인생막장,8.60,방진호,0
1402,드래곤 시터,9.78,지카,0
1403,도리도심,9.16,이지피,0
1404,달달한 지구,9.39,정성완,0
1405,자해클럽,9.40,소망,1
1406,겨울과 봄사이,9.87,하래,0
1407,리라이프 -Relife-,9.32,야요이소우,0
1408,바리왕자,9.80,마키,0
1409,그녀와 썸남들,9.57,Mot,0
1410,재벌과의 인터뷰,9.93,우다,0
1411,돈나무,9.24,라떼,0
1412,The Tale (더 테일),9.26,양철DJ,0
1413,명검,9.8,도가도,0
1414,어바웃 제인,9.71,엠제이,0
1415,배고픈 자들의 도시,9.87,휘,0
1416,그 해 여름,9.73,김 현,0
1417,식귀,9.79,깡/부랑,0
1418,캔디맨,9.43,차녹,0
1419,너에게 가는 거리 2091km,9.79,빵시헌,0
1420,네버다이 : 변이자들,8.25,케빈 NOK,0
1421,19,9.84,우윱,1
1422,연목구애,9.31,기량,0
1423,드림사이드,9.82,신월,0
1424,그녀는 흡!혈귀,9.56,정성완,0
1425,그다이,9.54,최용성,0
1426,히어로즈 오브 레전드,9.12,Skeleton Wizard,0
1427,헬로 마이 안드로이드,9.85,고선영,0
1428,망자의 서,9.90,오쌤,0
1429,달리는 여자,9.77,지은광,0
1430,남남,9.92,정영롱,1
1431,울트라 비서,9.64,김진희,0
1432,계약우정,9.93,권라드,0
1433,하녀와 흡혈귀,9.68,하얀말,0
1434,노이정 로코특집,9.06,노이정,0
1435,달달한 그녀,9.72,날치,0
1436,지켜라 여의주,9.31,레이카,0
1437,호림무사,9.30,신거만화,0
1438,수의 계절,9.32,이준,0
1439,징벌소녀,8.90, stego ,0
1440,스틸레인3 : 정상회담,9.33,제피가루,0
1441,연애소설 읽는 교수,9.86,안그람,0
1442,헤븐즈 소울,8.88,김영지,0
1443,아싸가 알아버렸다,8.38,곰브,0
1444,채널뽁스,9.52,뽁스,0
1445,유리의 벽,9.91,조호,0
1446,나의 하늘,9.82,모노,0
1447,저기요 손님,9.60,강소소,0
1448,유물 읽는 감정사,9.88,조준희,0
1449,애늙은이,9.80,환댕,0
1450,차피,9.77,펭펭,0
1451,별똥별이 떨어지는 그 곳에서 기다려,9.94,만물상,0
1452,ONE,9.91,이은재,0
1453,좀비쉽 (zombie ship),9.23,박중기,1
1454,아빠는 변태중,9.51,곽인근,0
1455,아슬아슬,7.61,전지구,0
1456,그녀의 심청,9.91,비완,0
1457,누나팬닷컴,8.97,김진희,0
1458,드림캐처,9.0,오후,0
1459,해치지않아,9.64,Hun,0
1460,동쪽으로,9.89,봉봉,0
1461,한밤의 공생,9.76,채백,0
1462,4학년,9.89,봉수,0
1463,오디션,9.73,천계영,0
1464,거울 죽이기,9.67,환상거북,0
1465,사귀자,9.50,근영,0
1466,매의 검,9.54,최수정,0
1467,Breaker.Drawing,9.90,한필,0
1468,우리집에 왜 왔니,9.83,소지,0
1469,겟 레디 위드 미,9.74,여은,0
1470,픽셀 오브 라이프,9.85,서우현,0
1471,공부하는 고양이,9.60,Sepia,0
1472,오만과 낭만,8.9,정과장,0
1473,식물인간,9.92,진아,0
1474,화류 (花柳),9.76,909,0
1475,오! 나의 왕자님,9.44,우푸,0
1476,DVD,9.86,천계영,0
1477,신룡의 주인,9.50,도빈,0
1478,100%의 그녀,9.32,지완,0
1479,아티스트,9.83,마영신,0
1480,아는 귀신,9.38,버덩,0
1481,서브미션,9.42,김학영,0
1482,SAVAGE,9.82,홍경표,0
1483,부딪치다,9.59,지완,0
1484,끼리끼리,9.86,이주현,0
1485,나비소리,9.44,ZZING,0
1486,안개숲,9.41,조원표,0
1487,승은이 망극하옵니다,9.91,참치캔,0
1488,소년이여,9.62,병장,0
1489,오피스텔,9.40,조원표,0
1490,예쁜 남자,9.70,천계영,0
1491,집행자여,9.76,종수,0
1492,덕후의 여자,9.14,다가비,0
1493,네 살 차이,9.62,이범,0
1494,모아세 (모두가 아름다워진 세상),9.60,슈크림,0
1495,들쥐,9.86,루드비코,0
1496,대디보이,9.68,이록,0
1497,빌런즈,9.85,김불꽃,0
1498,하이힐을 신은 소녀,9.03,천계영,0
1499,그 고양이가 통치하는 세상,9.74,JINGJIAN,0
1500,체이서,9.19,하준성 ,0
1501,껍데기,9.35,김탐미,0
1502,나와 그녀삼신과 호러맨스,9.83,탐기린,0
1503,강경옥 환상집 BEST,9.93,강경옥,0
1504,Go Bananas,9.87,센개,0
1505,괴담도시,9.01,기담,0
1506,진심으로 심쿵,9.72,헿,0
1507,그대로 좋아!,9.84,보배,0
1508,조숙의 맛,9.94,이우물,0
1509,CAT (캣),9.77,강현준,0
1510,모든 순간이 너였다,9.78,정하,0
1511,난 하마 안 될거야,9.81,구리,0
1512,달에 사는 사람들,9.62,다원,1
1513,도둑맞은 책,9.46,이규희,0
1514,풀 뜯어먹는 소리,9.76,글피,0
1515,붉은 여우,9.85,하마,1
1516,싸움의 기술2,9.42,구한준,0
1517,유사과학 탐구영역,9.83,계란계란,0
1518,천사증후군,9.03,pikapi,0
1519,노인의 집,9.93,김종욱,0
1520,식탁 아래 Blue,9.89,매봉,0
1521,애매하게 또,9.75,박유진,0
1522,노말시티,9.92,강경옥,0
1523,밤에 사는 소녀,9.93,문홍조,0
1524,트라이앵글,9.85,89LINE,0
1525,난 짱이야,9.51,김병관,0
1526,나를 깨우러 온,9.57,박하,0
1527,부산 신인작가 단편선,6.13,부산웹툰캠퍼스,0
1528,악연,9.85,최희선,0
1529,러브 시그널,7.50,윤,0
1530,머리 위로 부는 바람,9.89,이이영,0
1531,징크스의 연인,9.89,구슬,0
1532,유치원의 하루,9.47,가바나,0
1533,"프롬, 스타",9.87,라라시스터,0
1534,51번째 남자,8.95,문미영,0
1535,피그맨,9.44,정럭키,0
1536,밤의 새벽,9.87,김언슴,1
1537,혼담별곡,8.91,조민영,0
1538,물고기의 밤,9.63,정은수,0
1539,에덴의 왕,9.44,이상철,0
1540,영원한 빛,9.84,이상록,1
1541,꼼짝마 스파이,8.90,시그마,0
1542,취준생물,9.76,김판교,0
1543,대치동 일타강사,9.48,송예슬,0
1544,남은 고양이,9.92,김경,0
1545,시동,9.86,조금산,0
1546,월하노인,9.41,꿀자몽,0
1547,더블랙LABEL,9.89,김태희,0
1548,흑룡연인,9.16,키다리 스튜디오,0
1549,메시아 콤플렉스,9.8,박찬용,0
1550,뿔,9.45,팀 샐러드레씽,0
1551,달콤하게 푹 반하다,8.79,권열희,0
1552,한복이 너무해,9.55,Chara,0
1553,마애(磨崖),9.85,제피가루,0
1554,스페이스 차이나 드레스,7.53,원현재,0
1555,사라지지마,9.55,한실분,0
1556,미래에서 온 그이,9.57,양희,0
1557,카운터,8.82,구나,0
1558,경성이 서울을 만났을 때,9.93,ZiV,0
1559,"솔미솔파, 나의 노래",9.61,김용선,0
1560,맛있는 스캔들,9.79,알수없음,0
1561,N번째 연애,9.88,율로,0
1562,시크릿 스타,9.74,밍과,0
1563,헬헌터,8.95,COMICLOFT,0
1564,크라임 퍼즐,9.77,미상,0
1565,광세영웅,8.57,나무나래,0
1566,그그그,9.65,Ranunculus,0
1567,어떻게든 중간만 간다면,9.65,유성연,0
1568,젠틀한 야수,9.78,구리,0
1569,분홍분홍해,9.84,토마토,0
1570,심해의 조각들,9.74,지애,0
1571,은빛고릴라,9.87,만화인간,0
1572,일진,8.14,김성모,1
1573,보통사이,9.83,우현,0
1574,어이상실의 시대,9.72,정아로,0
1575,마왕비 납시오,9.45,Su Xiao Yu,0
1576,나홀로 주부,9.87,은초,0
1577,그림자 밟기,9.76,소윤,0
1578,늑대는 꽃의 향기,9.08,리유마 카나,0
1579,화양연화,5.68,나잔,0
1580,청소부 K,9.81,홍순식,0
1581,단지,9.85,단지,0
1582,우정으로 결혼한 소꿉친구,8.58,김채운,1
1583,다이다이,9.18,이석재,1
1584,남자 셋 친칠라 하나,9.90,도벗,0
1585,몸,9.42,제피가루,0
1586,0.0MHz,9.71,장작,0
1587,가깝다고 생각하면 가까운,9.86,검둥,0
1588,디어 마이 유니버스,9.91,우수경,0
1589,괜찮아! 골드미스,9.25,GuaGuaGua,0
1590,먼지소녀,9.80,독트윈,0
1591,드라이 플라워 (Dry flower),9.58,김남석,0
1592,뜨거운 불꽃처럼,7.74,권열희,0
1593,코에코이,9.48,도루루,0
1594,치삼 탐정 사무소,9.65,치삼,0
1595,어쩌다 발견한 7월,9.93,무류,0
1596,두근두근! 스테이지,9.66,하이비,0
1597,스텔라 프린스,9.44,Agiss,0
1598,너도 나랑,9.91,석영,0
1599,천사의 집,9.83,휘영,0
1600,1호선,9.52,이은재,0
1601,통 엣지,9.88,한큰빛,0
1602,드리밍,9.75,달짱,0
1603,다정한 겨울,9.72,이준,0
1604,유부녀의 탄생,9.82,김환타,0
1605,태양의 시,9.93,목인,0
1606,이안에 나,9.63,구안,0
1607,면사포를 쓰고픈 남자,9.83,스트,0
1608,그놈의 스캔들,9.80,하나,0
1609,레이디 프로젝트,9.73,홍 & 담,0
1610,로미오가 줄리엣,9.68,이아영,0
1611,위험한 동거,9.69,T2,0
1612,허세남길들이기,8.58,현마담,0
1613,샤먼 트리트먼트,9.70,종수,1
1614,햄스터와 그녀,9.73,jaw,0
1615,두근두근 근육소녀♡,9.31,Lestat,0
1616,호아전,9.91,거북이,0
1617,말괄량이 길들이기,9.80,비아이,0
1618,날라리,9.53,손길,0
1619,이웃잔혹사,9.76,신영,0
1620,러브 앤 위시,9.64,이네,0
1621,미래의 시간,9.72,비둘기,0
1622,살생부,9.87,김종훈,1
1623,빛나는 손을,9.89,강은영,0
1624,진주,9.84,이노안,0
1625,좋아한다는 걸 잊지마,9.84,로또,0
1626,그래도 되는가,9.67,우다,0
1627,사립갱생고교,9.68,최영,0
1628,엘리제를 위해,9.7,꼬리치레,0
1629,포 더 프린세스,9.88,TB,0
1630,"안녕, 엄마",9.95,김인정,0
1631,"수수, 한",9.86,스리,0
1632,웹툰창작실습,9.44,정성완,1
1633,사생,9.90,도달,0
1634,발자국이 녹기 전에,9.93,서결,0
1635,아귀,9.80,디디,0
1636,인연을 바라다 : 희연,9.90,아섬,0
1637,검은 방주,9.83,DB,0
1638,도나스 학교괴담,9.74,DONA$,0
1639,행복한 낙원의 당신,9.49,수정,0
1640,이병 일학년,9.77,최호진,0
1641,이토록 완벽한 짝사랑,9.68,싹,0
1642,환상숲,9.68,고동동,0
1643,지배,9.77,박태현,0
1644,사수생도 연애를 한다,9.74,스카프,0
1645,그녀는 VIP,8.93,이태경,0
1646,사채,9.10,엄이양,0
1647,너에게 도달하는 방법,9.69,ㅁㅣㄱ,0
1648,블리즈니치,9.8,원재,0
1649,환희의 초상,9.78,Junah,0
1650,휴니멀,9.82,일링스,0
1651,위대한 로맨스,9.62,이예은,0
1652,반드시 잡는다!,9.91,DAUM WEBTOON,0
1653,밥 해주는 남자,9.84,김원종,0
1654,죽어도 좋아♡,9.82,골드키위새,0
1655,여고생 임연수,9.56,박혬,0
1656,돌아갈 귀,9.83,송동근,0
1657,우리 남매의 일상은,9.06,손달섭,0
1658,"쉼없이 시간을 거슬러, 너에게",9.85,류가명,0
1659,용한 남자,9.83,오리발,0
1660,도깨비언덕에 왜 왔니?,9.82,김용회,0
1661,무능력자,9.90,비둘기,0
1662,귀신을 보는 남자,9.82,A4스튜디오,0
1663,우두커니,9.95,심우도,0
1664,라인업,9.93,라돌,0
1665,블링커,9.70,이유정,0
1666,호접몽,9.86,정동생,0
1667,옥탑빵,9.94,bodam,0
1668,간이역에 겨울이 오면,9.89,꿀오뎅,0
1669,영하의 온도,9.38,홍로,0
1670,백은아란전,9.38,송의섭,0
1671,레이디 앤 젠틀맨,9.19,브로콜리로,0
1672,은상은상,8.61,개거북,0
1673,그녀는 나를 싫어해,9.85,사삭,0
1674,그렇고 그런 사이,9.87,엔쥬,0
1675,사람 냄새,9.77,김숭늉,1
1676,홍도,9.89,s_owl,0
1677,처음 뵙겠습니다,9.74,꼬리,0
1678,다음웹툰 팬클럽 모집,9.90,DAUM WEBTOON,0
1679,박살소녀,9.75,민홍,0
1680,하데스쿨,9.66,비욘더13,0
1681,완벽한 저녁,9.85,백희,0
1682,빈둥빈둥 환타스틱 유럽 여행기,9.86,김환타,0
1683,우렁각시,9.82,해만,0
1684,20세 보고서,9.77,YSE,0
1685,서울협객전,9.70,신영우,0
1686,메린;인어이야기,9.53,에니카,0
1687,인피의상,9.59,늙은여우,0
1688,미드나잇 파트너,9.76,김민희,0
1689,티라레,9.89,홍성수,0
1690,너클걸 러스티,9.68,유상진 ,0
1691,싱싱해요,9.51,김윤정,0
1692,크리스마스는 쨈과 함께,9.92,루시드,0
1693,어제 오늘 그리고 내일,9.82,백두부,0
1694,어디에서든 널 원해,9.55,김룸,0
1695,대작,9.81,김용회,0
1696,밤 10시에 만나,9.93,DAUM WEBTOON,0
1697,달이 뜨면 만나요,9.78,이상은,0
1698,공기심장,9.66,김종진,0
1699,공자님 거기 있어 줄래요,9.44,동만당,0
1700,새벽날개,9.93,박흥용,0
1701,리버트 디디,9.92,오은지,0
1702,수상한 레시피,9.90,콤,0
1703,차이니즈 봉봉클럽 광저우편,8.34,조경규,0
1704,340일간의 유예,9.88,미치,0
1705,언더그라운드 블러드팩,9.84,OZi,0
1706,완벽한 교실,9.70,오구,0
1707,사랑은 앵초색,9.49,Han\xa0Xu,0
1708,오랑캐,9.31,봉수,0
1709,죽기 살기로,9.16,팡이,0
1710,겨울밤,9.86,연지,0
1711,함치르르,9.7,전오랑,0
1712,고양이 마마님,9.92,마루,0
1713,크로싱 코드,9.70,새들,0
1714,고등패왕전기,9.22,이충호,0
1715,하늘에서 떨어진 폴,9.72,김인호,0
1716,"별을 쫓아, 달을 몰아",9.66,묘가r,0
1717,환상을 팝니다,9.90,구름,0
1718,나의 밤은 당신의 낮보다 아름답다,8.06,병수씨,1
1719,곤조 스트릿 - 갱스터의 시대,9.57,전상영,0
1720,11년 후 우리는,9.84,이재이,0
1721,영웅의 변수,9.93,정종수,0
1722,괜찮은 관계,9.87,김인정,1
1723,아인슈타인 브릿지,9.32,김민준,0
1724,애휴,9.93,조금산,0
1725,무신,9.34,류금철,0
1726,하면 좋습니까?,9.71,미깡,0
1727,옥탑방 표류기,9.73,봉수,0
1728,헬로 브리,9.94,기기,0
1729,삐꾸래봉,9.87,마영신,0
1730,연옥학원,9.72,김블루,0
1731,얌얌숲 당근길 토요요,9.52,김민재,0
1732,저승GO,9.75,최가은,0
1733,오리지널 씬2,9.90,강형규,0
1734,낮은 곳으로,9.78,뿅,0
1735,첫사랑은 죽었다,7.84,곽인근,0
1736,에스키스,9.90,정썸머,0
1737,"안녕, 겨울",9.39,Pluto,0
1738,방랑시인 김삿갓,9.93,제피가루,0
1739,오만상과 편견,9.83,유현숙,0
1740,내 땅 한 조각,9.83,"워니, 지우, 록",0
1741,더블캐스팅 2014,9.82,신영우,0
1742,강도,9.71,강태경,1
1743,절레절레 전래동화,9.86,키몽,0
1744,이끼,9.86,윤태호,0
1745,화음의 정원,9.89,오은지,0
1746,동궁왕후,9.53,김정선,0
1747,익명의 독서중독자들,9.92,유희,0
1748,나는 달린다,9.94,이은재,0
1749,어쿠스틱 라이프,9.74,난다,0
1750,놈들의 도시,9.88,라떼,0
1751,어둠의 속도,9.76,메이롱,0
1752,스킬,9.71,와자,0
1753,보이지 않는 세계,9.77,팔9,0
1754,삼각김밥을 까는 법,8.61,홍필,0
1755,사막의 이방인,9.66,여호경,0
1756,화자,9.83,홍작가,0
1757,신림동 뱀파이어,9.84,기선,0
1758,키몽툰,9.77,키몽,0
1759,너클걸,8.86,유상진,0
1760,유럽에서 100일,9.77,김지효,0
1761,나의 마녀,9.77,MAS,0
1762,산신,9.73,김방훈,0
1763,그림형제 잔혹동화,9.49,Crom,0
1764,은밀하게 위대하게,9.75,Hun,0
1765,다시피는 꽃,9.92,김용회,0
1766,단지 그것 뿐,9.76,김용회,0
1767,채홍사,9.86,오트,0
1768,트리니티 원더,9.74,박진환,0
1769,위기의 애송이,9.82,진아,0
1770,붉은 밤의 각인,9.82,지미,0
1771,피그말리온 컴플렉스,9.60,문미영,0
1772,작가의 사생활,9.88,마시멜,0
1773,오늘의 초능력,9.76,WONDER,0
1774,조선남녀상열지사 조작단,9.76,이루다,0
1775,리와 구,9.65,남유진,0
1776,나우,9.79,박성우,0
1777,고블린로얄,9.66,최훈,0
1778,강철강,9.78,신영우,0
1779,골든왈츠,9.91,세라,0
1780,위 아 애니멀스,9.89,우블루,0
1781,신무월 : DIVINE,9.52,Sandhill,0
1782,The 윷놀리스트,9.77,김라무,0
1783,천랑열전,9.65,박성우,0
1784,인랑:프리퀄,9.77,윤태호,0
1785,돗가비 감투,8.26,꽃보리,0
1786,개밥도토리,9.91,망기,0
1787,김탐정 사용설명서,9.87,이장희,1
1788,찬! 평범한 그녀석,9.73,마파밥,0
1789,벨트 위 벨트 아래,9.67,마영신,0
1790,남동공단,9.83,마영신,0
1791,블레이드2 : THE RETURN OF EVIL,9.91,임리나,0
1792,곱게 자란 자식,9.90,이무기,0
1793,귀신이면 어때,9.12,규규,0
1794,바토리의 아들,9.89,영광,1
1795,엄마들,9.80,마영신,0
1796,스틸레인2 : 강철비,9.82,브리헴,0
1797,TEN,9.84,이은재,0
1798,셜록 옴므,9.77,나인픽셀즈,0
1799,불티,9.82,오른손,0
1800,연애싫어,9.88,이겨울,0
1801,궁 안에 살다,9.59,김숙,0
1802,4버디스,9.65,박진환,1
1803,가슴도 리콜이 되나요,9.71,아실,0
1804,사장님과 금비서,9.77,KIRTY,0
1805,가내수공업 Ent.,9.78,참치캔,0
1806,화요일에 죽는 남자,9.53,바른,0
1807,도깨비훈장,9.93,박혜림,0
1808,죽고 못사는 연애,9.68,그리온,0
1809,구리의 구리구리,9.94,구리,0
1810,정육면체의 비밀,9.83,박성재,0
1811,썸머 테이스트,9.74,북항,0
1812,내 자식의 사생활,9.79,보름,0
1813,19세기말 비망록,9.88,DUNDUN,0
1814,풍월주 - 바람과 달의 주인,9.74,909,0
1815,온더힐,9.71,장어진,0
1816,파워맨,9.62,임강혁,0
